TeacherID,CourseID,Enrollments,TeacherName,Age,Gender,Expertise,YearsOfExperience,TeacherRating,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,InExpertise
TC00003,CR00030,1,Amber Torres,32,Male,Design,4,1.56,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,False
TC00004,CR00011,1,Kristi Scott,34,Female,Machine Learning,9,4.39,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,False
TC00004,CR00013,4,Kristi Scott,34,Female,Machine Learning,9,4.39,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,False
TC00004,CR00015,1,Kristi Scott,34,Female,Machine Learning,9,4.39,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,False
TC00004,CR00026,9,Kristi Scott,34,Female,Machine Learning,9,4.39,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,True
TC00004,CR00027,9,Kristi Scott,34,Female,Machine Learning,9,4.39,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,True
TC00004,CR00028,7,Kristi Scott,34,Female,Machine Learning,9,4.39,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,True
TC00004,CR00029,11,Kristi Scott,34,Female,Machine Learning,9,4.39,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,True
TC00004,CR00030,5,Kristi Scott,34,Female,Machine Learning,9,4.39,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,True
TC00005,CR00001,1,David Williams,34,Male,Finance,2,3.11,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,False
TC00005,CR00003,1,David Williams,34,Male,Finance,2,3.11,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,False
TC00005,CR00005,3,David Williams,34,Male,Finance,2,3.11,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,False
TC00005,CR00006,1,David Williams,34,Male,Finance,2,3.11,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,False
TC00005,CR00007,1,David Williams,34,Male,Finance,2,3.11,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,False
TC00005,CR00009,1,David Williams,34,Male,Finance,2,3.11,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,False
TC00005,CR00010,1,David Williams,34,Male,Finance,2,3.11,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,False
TC00005,CR00016,2,David Williams,34,Male,Finance,2,3.11,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,False
TC00005,CR00019,1,David Williams,34,Male,Finance,2,3.11,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,False
TC00005,CR00020,1,David Williams,34,Male,Finance,2,3.11,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,False
TC00005,CR00041,5,David Williams,34,Male,Finance,2,3.11,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,True
TC00005,CR00042,5,David Williams,34,Male,Finance,2,3.11,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,True
TC00005,CR00043,4,David Williams,34,Male,Finance,2,3.11,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,True
TC00005,CR00044,3,David Williams,34,Male,Finance,2,3.11,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,True
TC00005,CR00045,13,David Williams,34,Male,Finance,2,3.11,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,True
TC00005,CR00051,2,David Williams,34,Male,Finance,2,3.11,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,False
TC00005,CR00052,1,David Williams,34,Male,Finance,2,3.11,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,False
TC00005,CR00055,1,David Williams,34,Male,Finance,2,3.11,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,False
TC00006,CR00003,3,Rebecca Webb,49,Male,Cybersecurity,14,3.36,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,False
TC00006,CR00004,1,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,False
TC00006,CR00007,2,Rebecca Webb,49,Male,Cybersecurity,14,3.36,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,False
TC00006,CR00008,1,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,False
TC00006,CR00016,1,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,False
TC00006,CR00017,4,Rebecca Webb,49,Male,Cybersecurity,14,3.36,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,False
TC00006,CR00019,1,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,False
TC00006,CR00020,1,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,False
TC00006,CR00031,4,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,True
TC00006,CR00032,7,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,True
TC00006,CR00033,8,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,True
TC00006,CR00034,5,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,True
TC00006,CR00035,7,Rebecca Webb,49,Male,Cybersecurity,14,3.36,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,True
TC00006,CR00051,2,Rebecca Webb,49,Male,Cybersecurity,14,3.36,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,False
TC00006,CR00053,1,Rebecca Webb,49,Male,Cybersecurity,14,3.36,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,False
TC00007,CR00011,2,Angela Beard,28,Female,Machine Learning,6,4.36,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,False
TC00007,CR00012,3,Angela Beard,28,Female,Machine Learning,6,4.36,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,False
TC00007,CR00013,1,Angela Beard,28,Female,Machine Learning,6,4.36,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,False
TC00007,CR00014,1,Angela Beard,28,Female,Machine Learning,6,4.36,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,False
TC00007,CR00026,8,Angela Beard,28,Female,Machine Learning,6,4.36,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,True
TC00007,CR00027,9,Angela Beard,28,Female,Machine Learning,6,4.36,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,True
TC00007,CR00028,5,Angela Beard,28,Female,Machine Learning,6,4.36,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,True
TC00007,CR00029,11,Angela Beard,28,Female,Machine Learning,6,4.36,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,True
TC00007,CR00030,9,Angela Beard,28,Female,Machine Learning,6,4.36,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,True
TC00008,CR00012,3,Steven Walker,41,Male,Data Science,15,3.54,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,False
TC00008,CR00013,2,Steven Walker,41,Male,Data Science,15,3.54,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,False
TC00008,CR00014,3,Steven Walker,41,Male,Data Science,15,3.54,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,False
TC00008,CR00015,3,Steven Walker,41,Male,Data Science,15,3.54,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,False
TC00008,CR00021,30,Steven Walker,41,Male,Data Science,15,3.54,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,True
TC00008,CR00022,22,Steven Walker,41,Male,Data Science,15,3.54,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,True
TC00008,CR00023,23,Steven Walker,41,Male,Data Science,15,3.54,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,True
TC00008,CR00024,25,Steven Walker,41,Male,Data Science,15,3.54,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,True
TC00008,CR00025,22,Steven Walker,41,Male,Data Science,15,3.54,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,True
TC00009,CR00001,2,Alexander Tucker,49,Female,Project Management,2,2.22,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,False
TC00009,CR00003,1,Alexander Tucker,49,Female,Project Management,2,2.22,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,False
TC00009,CR00004,6,Alexander Tucker,49,Female,Project Management,2,2.22,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,False
TC00009,CR00005,1,Alexander Tucker,49,Female,Project Management,2,2.22,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,False
TC00009,CR00017,2,Alexander Tucker,49,Female,Project Management,2,2.22,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,False
TC00009,CR00018,1,Alexander Tucker,49,Female,Project Management,2,2.22,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,False
TC00009,CR00019,2,Alexander Tucker,49,Female,Project Management,2,2.22,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,False
TC00009,CR00028,1,Alexander Tucker,49,Female,Project Management,2,2.22,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,False
TC00009,CR00029,1,Alexander Tucker,49,Female,Project Management,2,2.22,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,False
TC00009,CR00030,2,Alexander Tucker,49,Female,Project Management,2,2.22,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,False
TC00009,CR00036,4,Alexander Tucker,49,Female,Project Management,2,2.22,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,True
TC00009,CR00037,9,Alexander Tucker,49,Female,Project Management,2,2.22,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,True
TC00009,CR00038,12,Alexander Tucker,49,Female,Project Management,2,2.22,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,True
TC00009,CR00039,10,Alexander Tucker,49,Female,Project Management,2,2.22,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,True
TC00009,CR00040,4,Alexander Tucker,49,Female,Project Management,2,2.22,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,True
TC00010,CR00001,1,Frances Sanchez,29,Male,Data Science,1,2.18,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,False
TC00010,CR00003,2,Frances Sanchez,29,Male,Data Science,1,2.18,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,False
TC00010,CR00004,2,Frances Sanchez,29,Male,Data Science,1,2.18,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,False
TC00010,CR00005,1,Frances Sanchez,29,Male,Data Science,1,2.18,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,False
TC00010,CR00016,2,Frances Sanchez,29,Male,Data Science,1,2.18,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,False
TC00010,CR00017,1,Frances Sanchez,29,Male,Data Science,1,2.18,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,False
TC00010,CR00018,3,Frances Sanchez,29,Male,Data Science,1,2.18,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,False
TC00010,CR00019,1,Frances Sanchez,29,Male,Data Science,1,2.18,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,False
TC00010,CR00020,1,Frances Sanchez,29,Male,Data Science,1,2.18,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,False
TC00010,CR00021,6,Frances Sanchez,29,Male,Data Science,1,2.18,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,True
TC00010,CR00022,13,Frances Sanchez,29,Male,Data Science,1,2.18,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,True
TC00010,CR00023,20,Frances Sanchez,29,Male,Data Science,1,2.18,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,True
TC00010,CR00024,9,Frances Sanchez,29,Male,Data Science,1,2.18,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,True
TC00010,CR00025,14,Frances Sanchez,29,Male,Data Science,1,2.18,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,True
TC00010,CR00026,2,Frances Sanchez,29,Male,Data Science,1,2.18,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,False
TC00010,CR00028,2,Frances Sanchez,29,Male,Data Science,1,2.18,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,False
TC00010,CR00029,1,Frances Sanchez,29,Male,Data Science,1,2.18,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,False
TC00011,CR00011,1,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,False
TC00011,CR00013,1,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,False
TC00011,CR00014,3,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,False
TC00011,CR00015,2,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,False
TC00011,CR00046,6,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,True
TC00011,CR00047,12,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,True
TC00011,CR00048,6,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,True
TC00011,CR00049,8,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,True
TC00011,CR00050,7,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,True
TC00012,CR00012,2,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,False
TC00012,CR00013,1,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,False
TC00012,CR00014,1,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,False
TC00012,CR00015,1,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,False
TC00012,CR00031,3,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,True
TC00012,CR00032,4,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,True
TC00012,CR00033,6,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,True
TC00012,CR00034,1,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,True
TC00012,CR00035,7,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,True
TC00013,CR00004,1,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,False
TC00013,CR00007,2,Brian Carrillo,35,Female,Digital Marketing,6,3.42,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,False
TC00013,CR00008,2,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,False
TC00013,CR00009,1,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,False
TC00013,CR00010,1,Brian Carrillo,35,Female,Digital Marketing,6,3.42,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,False
TC00013,CR00016,1,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,False
TC00013,CR00019,1,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,False
TC00013,CR00051,1,Brian Carrillo,35,Female,Digital Marketing,6,3.42,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,False
TC00013,CR00054,2,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,False
TC00013,CR00056,2,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,True
TC00013,CR00057,2,Brian Carrillo,35,Female,Digital Marketing,6,3.42,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,True
TC00013,CR00058,3,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,True
TC00013,CR00059,3,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,True
TC00013,CR00060,1,Brian Carrillo,35,Female,Digital Marketing,6,3.42,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,True
TC00014,CR00003,1,Susan Randolph,49,Male,Project Management,3,2.45,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,False
TC00014,CR00005,1,Susan Randolph,49,Male,Project Management,3,2.45,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,False
TC00014,CR00016,2,Susan Randolph,49,Male,Project Management,3,2.45,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,False
TC00014,CR00017,2,Susan Randolph,49,Male,Project Management,3,2.45,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,False
TC00014,CR00020,1,Susan Randolph,49,Male,Project Management,3,2.45,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,False
TC00014,CR00026,1,Susan Randolph,49,Male,Project Management,3,2.45,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,False
TC00014,CR00029,1,Susan Randolph,49,Male,Project Management,3,2.45,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,False
TC00014,CR00030,1,Susan Randolph,49,Male,Project Management,3,2.45,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,False
TC00014,CR00036,11,Susan Randolph,49,Male,Project Management,3,2.45,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,True
TC00014,CR00037,7,Susan Randolph,49,Male,Project Management,3,2.45,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,True
TC00014,CR00038,7,Susan Randolph,49,Male,Project Management,3,2.45,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,True
TC00014,CR00039,7,Susan Randolph,49,Male,Project Management,3,2.45,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,True
TC00014,CR00040,15,Susan Randolph,49,Male,Project Management,3,2.45,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,True
TC00015,CR00001,1,John Armstrong,43,Male,Data Science,7,3.07,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,False
TC00015,CR00002,1,John Armstrong,43,Male,Data Science,7,3.07,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,False
TC00015,CR00003,1,John Armstrong,43,Male,Data Science,7,3.07,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,False
TC00015,CR00004,1,John Armstrong,43,Male,Data Science,7,3.07,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,False
TC00015,CR00005,2,John Armstrong,43,Male,Data Science,7,3.07,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,False
TC00015,CR00007,2,John Armstrong,43,Male,Data Science,7,3.07,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,False
TC00015,CR00008,1,John Armstrong,43,Male,Data Science,7,3.07,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,False
TC00015,CR00010,2,John Armstrong,43,Male,Data Science,7,3.07,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,False
TC00015,CR00016,2,John Armstrong,43,Male,Data Science,7,3.07,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,False
TC00015,CR00017,1,John Armstrong,43,Male,Data Science,7,3.07,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,False
TC00015,CR00018,3,John Armstrong,43,Male,Data Science,7,3.07,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,False
TC00015,CR00021,9,John Armstrong,43,Male,Data Science,7,3.07,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,True
TC00015,CR00022,6,John Armstrong,43,Male,Data Science,7,3.07,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,True
